ID Corso,Titolo Corso,Docente,Tipologia,Disciplina,Periodo,Giorno della settimana,Orario,Anno Scolastico destinatario,Indirizzo,Posti disponibili,Prerequisiti,Competenze in uscita,Descrizione
102,La Storia dopo la Storia: dalla seconda guerra mondiale ai giorni nostri.,Fedele Zamboni,UDA - Moduli Curricolari Pomeridiani,"STORIA
GEOGRAFIA",PENTAMESTRE,GIOVEDÌ,,Quinte,Tutti,25,,"disciplina: STORIA e GEOGRAFIA, competenza: Conoscenza dei luoghi, degli eventi e della loro concatenazioine e conseguenze
",Rivolto prevalentemente agli studenti delle classi quinte che vogliono approfondire la soria contemporanea per comprendere meglio il mondo attuale.
103,LE FOTOGRAFIE COME FONTI STORICHE,Giorgia Eleonora Ghezzi,UDA - Moduli Curricolari Pomeridiani,"STORIA
ITALIANO
STORIA DELL'ARTE",PENTAMESTRE,"LUNEDÌ
MARTEDÌ
MERCOLEDÌ
GIOVEDÌ
VENERDÌ",,Quinte,Tutti,25,Per i due laboratori. Conoscenze: dinamiche generali della Guerra Fredda; coordinate temporali della guerra del Vietnam. Abilità: elaborare un breve testo narrativo in prima persona; leggere un'immagine.,"disciplina: STORIA, competenza: Usare fonti iconografiche per produrre conoscenze su temi definiti. Separare il dato oggettivo dall'impatto emotivo di un documento. Formulare e verificare ipotesi sulla base delle informazioni prodotte e delle conoscenze elaborate.
disciplina: ITALIANO, competenza: Elaborare un breve testo narrativo in prima persona. 
disciplina: STORIA DELL'ARTE, competenza:  Leggere un'immagine fotografica.
","A partire dal 1990, negli studi storici è stata riconosciuta l’importanza delle fotografie come fonti al pari di quelle scritte. Tuttavia le fotografie non sono facili da “leggere” in quanto, pur essendo vicine alla realtà, non si limitano a riprodurla ma la interpretano (e in alcuni casi la ricostruiscono), e pertanto richiedono un’attenta critica delle fonti. Attraverso due laboratori, scopriremo il significato di alcune foto iconiche di guerra, come sono state usate e interpretate nel tempo."
104,"LA PITTURA DI VERMEER, SPECCHIO DI UN MONDO GLOBALIZZATO",Giorgia Eleonora Ghezzi,UDA - Moduli Curricolari Pomeridiani,"STORIA
STORIA DELL'ARTE
EDUCAZIONE CIVICA",TRIMESTRE,"LUNEDÌ
MARTEDÌ
MERCOLEDÌ
GIOVEDÌ
VENERDÌ",,Quarte,Tutti,25,"Interesse nei confronti della materia (Storia); preferibile avere approfondito il concetto di scambio colombiano, si consiglia la lettura del libro “1493” di Charles C. Mann.","disciplina: STORIA, competenza: Attraverso uno sguardo interdisciplinare, ricomporre uno spaccato della realtà olandese nel XVII secolo.
disciplina: STORIA DELL'ARTE, competenza: Perfezionare l'osservazione e la lettura di un’opera d’arte
disciplina: Educazione Civica, competenza: Attraverso la modalità laboratoriale, sapersi mettere alla prova e cooperare.
","Scopriremo come i quadri di Vermeer possono diventare la chiave di accesso e comprensione della società olandese del Seicento e delle sue connessioni. Un'attività laboratoriale e interdisciplinare per approfondire i temi dell’intreccio, della circolazione e dello scambio fra le varie parti e culture del mondo. E per comprendere che il valore storico di un'opera d'arte stimola una lettura critica dell’opera stessa, perché è in grado di metterne in evidenza i valori simbolici e i significati."
105,Le Donne nell'Arte,Vincenza Benvenuto,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,TRIMESTRE,MERCOLEDÌ,,Triennio,Tutti,20,prerequisiti lettura dell'opera d'arte ottenuti con la frequentazione del primio biennio,"disciplina: STORIA DELL'ARTE, competenza: Acquisizione e consolidamento di valori come la tutela e il rispetto della propria storia e del patrimonio artistico-culturale nazionale e globale
",Percorso di presentazione di una donna che ha avuto un ruolo di rilievo nel panorama artistico culturale del Novecento.
106,Le Donne nell'Arte,Vincenza Benvenuto,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,PENTAMESTRE,MERCOLEDÌ,,Triennio,Tutti,20,lettura dell'opera d'arte ottenuti con la frequentazione del primo biennio,"disciplina: STORIA DELL'ARTE, competenza: Acquisizione e consolidamento di valori come la tutela e il rispetto della propria storia e del patrimonio artistico-culturale nazionale e globale
","Percorso di presentazione di una donna,  Peggy Guggenheim che ha avuto un ruolo di rilievo nel panorama artistico culturale del Novecento."
107,Coppie a regola d'arte.,Alessia Vacca,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,PENTAMESTRE,"LUNEDÌ
VENERDÌ",,Triennio,Tutti,20,"- inserire l’opera nella cultura artistica di riferimento, delinearne i caratteri principali e  metterli in relazione alla specificità della ricerca dell'artista.
- utilizzo di un lessico disciplinare adeguato
- saper ricercare informazioni nel web  e nella sitografia di settore","disciplina: STORIA DELL'ARTE, competenza: Comprendere il rapporto tra le opere d’arte e la situazione storica in cui sono state prodotte e dei molteplici legami con la letteratura, il pensiero filosofico e scientifico, la politica, la religione
disciplina: STORIA DELL'ARTE, competenza: Capacità di esprimersi e argomentare in forma corretta e in modo efficace nella propria lingua madre e con lessico disciplinare specifico
disciplina: STORIA DELL'ARTE, competenza: Utilizzo consapevole degli strumenti di ricerca
","Una lettura diversa della storia dell'arte, fatta attraverso la scoperta di alcune tra le più celebri coppie del panorama artistico: la vita in comune, le aspirazioni, le diffcicoltà, le complicità e i sodalizi."
108,Le donne nell'arte: vite di artiste eccellenti.,Alessia Vacca,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,TRIMESTRE,"LUNEDÌ
VENERDÌ",,Triennio,Tutti,20,"- saper descrivere autonomamente un'opera d'arte con metodo e con un lessico disciplinare appropriato 
- saper inserire un'opera nella cultura artistica di riferimento
- saper ricercare informazioni nel web  e nella sitografia di settore","disciplina: STORIA DELL'ARTE, competenza:  Comprendere il rapporto tra le opere d’arte e la situazione storica in cui sono state prodotte e dei molteplici legami con la letteratura, il pensiero filosofico e scientifico, la politica, la religione
disciplina: STORIA DELL'ARTE, competenza:  Sviluppo di una consapevolezza critica sull'impatto storico, sociale e culturale del genere femminile nella storia dell'arte
disciplina: STORIA DELL'ARTE, competenza: Capacità di esprimersi e argomentare in forma corretta e in modo efficace nella propria lingua madre e con lessico disciplinare specifico
disciplina: STORIA DELL'ARTE, competenza: Utilizzo consapevole degli strumenti di ricerca
","Le donne sono da sempre  fra i soggetti prediletti degli artisti. In realtà, il contributo delle donne nell'arte non si è limitato a quello di ""muse ispiratrici"" di opere immortali, ma la storia dell'arte le ha spesso dimenticate o ignorate, ancora oggi i manuali utilizzati nelle scuole assegnano alle donne un ruolo marginale. Scopriamo insieme ""l'altra faccia della medaglia"" del mondo dell'arte."
109,Tecniche artistiche del contemporaneo,Melania Di Sarno,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,PENTAMESTRE,MERCOLEDÌ,,Quinte,Tutti,20,,"disciplina: STORIA DELL'ARTE, competenza: Analisi delle tecniche e dei linguaggi e comprensione critica dei diversi campi d'indagine aperti dall'arte contemporanea.
",ll corso ha l’obiettivo di approfondire gli sviluppi delle ricerche artistiche italiane e internazionali del XX sec.con un'attenzione particolare alle sfide conservative che ne derivano.
110,Il linguaggio dell'architettura: dall'eredità del Movimento Moderno alla contemporaneità.  moderno alla contempor contemporanea,Giuliana Massari,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,TRIMESTRE,"MERCOLEDÌ
GIOVEDÌ",,"Quarte
Quinte","Architettura
Design
Figurativo",20,,"disciplina: STORIA DELL'ARTE, competenza: 
","Contestualizzazione e presentazione di alcune significative figure-chiave(sintesi biografica, interviste, documentazione video). 
Selezione di architetture da proporre come strumenti di analisi per l'elaborazione di schede di studio (lavoro di gruppo) e predisposizione di  itinerari di visita ragionati tra architetture 'moderne' e 'contemporanee' di Milano culturalmente legate ad  esempi di ambito europeo."
111,Il linguaggio dell'architettura: dall'eredità del Movimento Moderno alla contemporaneità.  moderno alla contempor contemporanea,Giuliana Massari,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,PENTAMESTRE,"MERCOLEDÌ
GIOVEDÌ",,"Quarte
Quinte","Architettura
Design
Figurativo",20,,"disciplina: STORIA DELL'ARTE, competenza: 
","Contestualizzazione e presentazione di alcune significative figure-chiave(sintesi biografica, interviste, documentazione video). 
Selezione di architetture da proporre come strumenti di analisi per l'elaborazione di schede di studio (lavoro di gruppo) e predisposizione di  itinerari di visita ragionati tra architetture 'moderne' e 'contemporanee' di Milano culturalmente legate ad  esempi di ambito europeo."
112,Tecniche di foggiatura ceramica al tornio,Melania Di Sarno,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,TRIMESTRE,MARTEDÌ,,Tutti,Tutti,15,,"disciplina: STORIA DELL'ARTE, competenza: Competenze tecniche: comprensione del processo della lavorazione dell'argilla al tornio. Competenze trasversali: pazienza e perseveranza. Concentrazione e precisione. Coordinazione. Sensibilità. Risoluzione di problemi.Creatività.
",Questo corso ha l'obiettivo di guidare lo studente all'apprendimento delle tecniche basilari della foggiatura ceramica al tornio.
113,"Capolavori svelati. I Significati Nascosti nelle Opere d’Arte. Un viaggio nel cuore del simbolismo, della cultura e della mente degli artisti di ogni epoca.",Maria Elisabetta Casotti,UDA - Moduli Curricolari Pomeridiani,STORIA DELL'ARTE,PENTAMESTRE,"MARTEDÌ
MERCOLEDÌ",,Triennio,Tutti,15,,"disciplina: STORIA DELL'ARTE, competenza: La lettura e l’analisi corretta di un’opera d’arte nei suoi aspetti salienti;  la contestualizzazione storica corretta di movimenti, artisti e opere; l’espressione delle proprie conoscenze attraverso un lessico di base ed un linguaggio specifico semplice ma corretto; la consapevolezza del grande valore culturale del patrimonio archeologico, architettonico e artistico del nostro paese e conosce alcune nozioni relative alla tutela e alla conservazione.
","Spesso guardiamo un'opera d'arte e ci fermiamo alla bellezza della forma, ai colori o alla tecnica. Ma cosa si cela dietro quei gesti, quei dettagli,? Le opere d’arte parlano una lingua segreta, fatta di simboli, riferimenti storici, religiosi, politici e persino personali. Questo corso vi guiderà alla scoperta di quella lingua. Scopriremo simboli e messaggi nascosti nei quadri più famosi. Collegheremo l’arte alla storia, alla religione, alla filosofia e alla società."
114,"La fotografia, da scoperta scientifica a forma d'arte.",Massimo Pozzolini Gobbi,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
EDUCAZIONE CIVICA",TRIMESTRE,"LUNEDÌ
MARTEDÌ
MERCOLEDÌ",,Triennio,Tutti,15,,"disciplina: STORIA DELL'ARTE, competenza: 
disciplina: Educazione Civica, competenza: 
","Il percorso si propone di fornire degli elementi di base e favorire l'interesse nei confronti di una forma d'arte contemporanea, che spesso non è possibile affrontare adeguatamente nell'ambito delle discipline curriculari. Inoltre molti fotografi contemporanei esprimono la loro visione del mondo, affrontandone la complessità e i grandi temi che riguardano tutti noi."
115,"La fotografia, da scoperta scientifica a forma d'arte.",Massimo Pozzolini Gobbi,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
EDUCAZIONE CIVICA",PENTAMESTRE,"LUNEDÌ
MARTEDÌ
MERCOLEDÌ",,Triennio,Tutti,15,,"disciplina: STORIA DELL'ARTE, competenza: 
disciplina: Educazione Civica, competenza: 
","Il percorso si propone di fornire degli elementi di base e favorire l'interesse nei confronti di una forma d'arte contemporanea, che spesso non è possibile affrontare adeguatamente nell'ambito delle discipline curriculari. Inoltre molti fotografi contemporanei esprimono la loro visione del mondo, affrontandone la complessità e i grandi temi che riguardano tutti noi."
116,CINEMA E PITTURA . MAESTRI AL CONFRONTO SUL GRANDE SCHERMO,Diamante Faraldo,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
PITTORICHE
PLASTICHE",TRIMESTRE,MARTEDÌ,,Triennio,Tutti,20,CURIOSITA' E PASSIONE VERSO GLI ARGOMENTI TRATTATI,"disciplina: STORIA DELL'ARTE, competenza:  Studio del ruolo dell'arte come strumento di critica sociale e politica, 
disciplina: PITTORICHE, competenza:  Come gli artisti affrontano temi politici e come queste opere vengano percepite e utilizzate dal sistema dell'arte.
disciplina: PLASTICHE, competenza:  Come gli artisti affrontano temi politici e come queste opere vengano percepite e utilizzate dal sistema dell'arte.
","legame tra il cinema e la pittura, mettendo in luce come i grandi registi abbiano ripreso e reinterpretato i linguaggi pittorici attraverso il mezzo cinematografico"
117,CINEMA E PITTURA . MAESTRI AL CONFRONTO SUL GRANDE SCHERMO,Diamante Faraldo,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
PITTORICHE
PLASTICHE",PENTAMESTRE,MARTEDÌ,,Triennio,Tutti,20,CURIOSITA' E PASSIONE VERSO GLI ARGOMENTI TRATTATI,"disciplina: STORIA DELL'ARTE, competenza:  Studio del ruolo dell'arte come strumento di critica sociale e politica, 
disciplina: PITTORICHE, competenza:  Come gli artisti affrontano temi politici e come queste opere vengano percepite e utilizzate dal sistema dell'arte.
disciplina: PLASTICHE, competenza:  Come gli artisti affrontano temi politici e come queste opere vengano percepite e utilizzate dal sistema dell'arte.
","legame tra il cinema e la pittura, mettendo in luce come i grandi registi abbiano ripreso e reinterpretato i linguaggi pittorici attraverso il mezzo cinematografico"
118,ARTE E SISTEMA DELL'ARTE,Diamante Faraldo,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
PITTORICHE
PLASTICHE
EDUCAZIONE CIVICA",TRIMESTRE,MERCOLEDÌ,,Triennio,Tutti,20,"Capacità critica - interesse per  il rapporto tra arte, cultura e mercato","disciplina: STORIA DELL'ARTE, competenza: Questo approccio ti aiuterà a trattare sia gli aspetti storici che quelli contemporanei dell'arte, facendo emergere anche le problematiche legate alla commercializzazione e al valore del lavoro artistico nel mercato globale
disciplina: PLASTICHE, competenza: esplorare in profondità il ruolo e la funzione dell'arte nel mondo contemporaneo, guardando non solo alla creazione artistica in sé, ma anche al complesso sistema che determina la sua diffusione
disciplina: PITTORICHE, competenza: Come l'arte si è evoluta in un contesto globalizzato, con l'emergere di nuove forme di espressione che sfidano i canoni tradizionali e danno spazio a diverse identità culturali
disciplina: Educazione Civica, competenza: Approfondire le problematiche etiche, politiche e sociali legate all'arte e al suo mercato
","il ruolo dell'arte nel mondo contemporaneo-il sistema che la sostiene, la promuove e la distribuisce.	
Il sistema dell'arte - Il ruolo dell'artista e delle istituzioni- Arte e mercati globali-Le nuove frontiere dell'arte contemporanea"
119,ARTE E SISTEMA DELL'ARTE,Diamante Faraldo,UDA - Moduli Curricolari Pomeridiani,"STORIA DELL'ARTE
PITTORICHE
PLASTICHE
EDUCAZIONE CIVICA",PENTAMESTRE,MERCOLEDÌ,,Triennio,Tutti,20,"Capacità critica - interesse per  il rapporto tra arte, cultura e mercato","disciplina: STORIA DELL'ARTE, competenza: Questo approccio ti aiuterà a trattare sia gli aspetti storici che quelli contemporanei dell'arte, facendo emergere anche le problematiche legate alla commercializzazione e al valore del lavoro artistico nel mercato globale
disciplina: PLASTICHE, competenza: esplorare in profondità il ruolo e la funzione dell'arte nel mondo contemporaneo, guardando non solo alla creazione artistica in sé, ma anche al complesso sistema che determina la sua diffusione
disciplina: PITTORICHE, competenza: Come l'arte si è evoluta in un contesto globalizzato, con l'emergere di nuove forme di espressione che sfidano i canoni tradizionali e danno spazio a diverse identità culturali
disciplina: Educazione Civica, competenza: Approfondire le problematiche etiche, politiche e sociali legate all'arte e al suo mercato
","il ruolo dell'arte nel mondo contemporaneo-il sistema che la sostiene, la promuove e la distribuisce.	
Il sistema dell'arte - Il ruolo dell'artista e delle istituzioni- Arte e mercati globali-Le nuove frontiere dell'arte contemporanea"
